Location,City,Date/Time,Parameter,Value,LAT,LON
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,pm10,45.24,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,o3,20.27,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,co,330,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,so2,11.71,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,no2,16.36,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:15:00.000Z,pm10,104.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:15:00.000Z,o3,21.99,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:15:00.000Z,co,500,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:15:00.000Z,so2,11.74,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:15:00.000Z,no2,31.9,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,pm25,15.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,pm10,42.78,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,o3,20.27,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,co,330,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,so2,11.14,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:15:00.000Z,no2,16.76,19.041847,72.865513
IIT,Chennai,2017-06-22T02:00:00.000Z,pm25,23.24,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:00:00.000Z,o3,10.54,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:00:00.000Z,so2,3.85,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:00:00.000Z,co,330,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:00:00.000Z,no2,8.64,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,pm25,18.51,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,pm10,41.28,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,o3,19.9,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,so2,10.21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:00:00.000Z,no2,17.94,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:45:00.000Z,pm10,104.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:45:00.000Z,o3,12.15,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:45:00.000Z,co,510,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:45:00.000Z,so2,10.71,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:45:00.000Z,no2,33.3,22.627875,88.3804
IIT,Chennai,2017-06-22T01:45:00.000Z,pm25,29.67,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:45:00.000Z,co,430,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:45:00.000Z,o3,9.59,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:45:00.000Z,so2,3.22,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:45:00.000Z,no2,8.42,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,pm25,15.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,pm10,40.46,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,o3,20.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,so2,11.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:45:00.000Z,no2,18.44,19.041847,72.865513
IIT,Chennai,2017-06-22T01:30:00.000Z,pm25,29.67,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:30:00.000Z,so2,3.1,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:30:00.000Z,o3,9.12,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:30:00.000Z,co,420,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:30:00.000Z,no2,8.18,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,pm25,11.47,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,pm10,47.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,o3,19.58,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,so2,11.21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:30:00.000Z,no2,18.24,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:00:00.000Z,pm10,83.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:00:00.000Z,o3,8.39,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:00:00.000Z,co,550,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:00:00.000Z,so2,12.08,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T01:00:00.000Z,no2,28.4,22.627875,88.3804
IIT,Chennai,2017-06-22T01:00:00.000Z,no2,8.23,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:00:00.000Z,pm25,28.33,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:00:00.000Z,o3,8.29,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:00:00.000Z,co,550,12.99251389,80.23744722
IIT,Chennai,2017-06-22T01:00:00.000Z,so2,3.05,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,pm25,16.2,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,pm10,58.44,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,o3,20.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,co,290,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,so2,9.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T01:00:00.000Z,no2,11.68,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,pm25,19.01,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,pm10,50.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,o3,20.49,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,co,300,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,so2,10.25,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:45:00.000Z,no2,10.47,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:30:00.000Z,pm10,83.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:30:00.000Z,o3,5.63,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:30:00.000Z,co,530,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:30:00.000Z,so2,14.15,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:30:00.000Z,no2,45.5,22.627875,88.3804
IIT,Chennai,2017-06-22T00:30:00.000Z,pm25,26.01,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:30:00.000Z,o3,7.87,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:30:00.000Z,co,440,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:30:00.000Z,so2,2.91,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:30:00.000Z,no2,7.95,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,pm25,17.59,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,pm10,37.79,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,o3,20.21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,co,290,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,so2,10.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:30:00.000Z,no2,10.74,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,pm25,14.78,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,pm10,33.9,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,o3,19.8,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,co,290,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,so2,8.28,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:15:00.000Z,no2,11.14,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:00:00.000Z,pm10,82,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:00:00.000Z,o3,5.43,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:00:00.000Z,co,550,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:00:00.000Z,so2,10.5,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T00:00:00.000Z,no2,34.8,22.627875,88.3804
IIT,Chennai,2017-06-22T00:00:00.000Z,pm25,26.1,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:00:00.000Z,o3,7.78,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:00:00.000Z,co,500,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:00:00.000Z,so2,3.05,12.99251389,80.23744722
IIT,Chennai,2017-06-22T00:00:00.000Z,no2,8.28,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,pm25,9.28,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,pm10,46.46,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,o3,20.57,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,co,280,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,so2,9.21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T00:00:00.000Z,no2,9.34,19.041847,72.865513
