Location,City,Date/Time,Parameter,Value,LAT,LON
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,o3,17.52,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,co,410,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,so2,13.21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,no2,18.14,19.041847,72.865513
IIT,Chennai,2017-06-22T12:30:00.000Z,pm25,43.02,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:30:00.000Z,o3,22.89,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:30:00.000Z,co,240,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:30:00.000Z,so2,1.94,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:30:00.000Z,no2,2.06,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:30:00.000Z,co,370,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:30:00.000Z,pm25,10.76,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:30:00.000Z,o3,18.15,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:30:00.000Z,so2,10.69,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:30:00.000Z,no2,16.23,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T12:30:00.000Z,pm25,73.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:30:00.000Z,co,730,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:30:00.000Z,o3,29.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:30:00.000Z,so2,10.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:30:00.000Z,no2,31.4,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:15:00.000Z,pm10,128.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:15:00.000Z,o3,14.31,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:15:00.000Z,co,690,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:15:00.000Z,so2,25.77,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:15:00.000Z,no2,78,22.627875,88.3804
NSIT Dwarka,Delhi,2017-06-22T12:15:00.000Z,pm25,73.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:15:00.000Z,o3,30.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:15:00.000Z,co,640,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:15:00.000Z,so2,11.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:15:00.000Z,no2,51,28.591,77.05
IIT,Chennai,2017-06-22T12:00:00.000Z,pm25,39.86,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:00:00.000Z,o3,23.87,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:00:00.000Z,co,270,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:00:00.000Z,so2,2.12,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:00:00.000Z,no2,12.14,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T12:00:00.000Z,pm25,70.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:00:00.000Z,co,610,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:00:00.000Z,so2,12.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:00:00.000Z,o3,32.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:00:00.000Z,no2,37.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:45:00.000Z,pm25,55.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:45:00.000Z,o3,33.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:45:00.000Z,co,580,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:45:00.000Z,so2,13.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:45:00.000Z,no2,41.7,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,pm25,0.15,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,pm10,27.83,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,o3,21.29,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,co,350,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,so2,9.33,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:45:00.000Z,no2,14.91,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:30:00.000Z,pm10,102.9,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:30:00.000Z,o3,28.14,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:30:00.000Z,co,610,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:30:00.000Z,so2,22.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:30:00.000Z,no2,45.9,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,pm25,8.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,pm10,30.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,o3,20.58,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,co,350,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,so2,11.65,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:30:00.000Z,no2,16.16,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T11:30:00.000Z,pm25,55.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:30:00.000Z,o3,34.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:30:00.000Z,co,570,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:30:00.000Z,so2,14,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:30:00.000Z,no2,10.1,28.591,77.05
IIT,Chennai,2017-06-22T11:30:00.000Z,pm25,35.34,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:30:00.000Z,o3,24.65,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:30:00.000Z,co,410,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:30:00.000Z,so2,2.59,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:30:00.000Z,no2,7.14,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T11:15:00.000Z,pm25,55.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:15:00.000Z,o3,34,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:15:00.000Z,co,560,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:15:00.000Z,so2,14.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T11:15:00.000Z,no2,36.7,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,pm25,26.71,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,pm10,29.04,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,o3,19.14,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,co,370,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,so2,11.76,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:15:00.000Z,no2,16.61,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:00:00.000Z,pm10,102.9,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:00:00.000Z,o3,27.32,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:00:00.000Z,co,480,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:00:00.000Z,so2,21.04,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T11:00:00.000Z,no2,42,22.627875,88.3804
IIT,Chennai,2017-06-22T11:00:00.000Z,pm25,30.95,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:00:00.000Z,o3,28.27,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:00:00.000Z,co,350,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:00:00.000Z,so2,2.36,12.99251389,80.23744722
IIT,Chennai,2017-06-22T11:00:00.000Z,no2,7.64,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,pm25,24.81,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,pm10,36.76,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,o3,16.13,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,co,500,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,so2,12.18,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T11:00:00.000Z,no2,27.64,19.041847,72.865513
IIT,Chennai,2017-06-22T10:45:00.000Z,pm25,24.66,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:45:00.000Z,co,320,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:45:00.000Z,o3,29.15,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:45:00.000Z,so2,2.58,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:45:00.000Z,no2,7.63,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T10:45:00.000Z,pm25,68.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:45:00.000Z,o3,35.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:45:00.000Z,co,630,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:45:00.000Z,so2,16.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:45:00.000Z,no2,53.8,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,pm25,21.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,pm10,43.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,o3,15.49,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,co,830,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,so2,15.44,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:45:00.000Z,no2,50.94,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T10:30:00.000Z,pm10,119,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T10:30:00.000Z,o3,60.12,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T10:30:00.000Z,co,520,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T10:30:00.000Z,so2,14.64,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T10:30:00.000Z,no2,22.9,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,pm25,16.35,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,pm10,58.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,o3,16.76,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,co,950,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,so2,15.83,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:30:00.000Z,no2,51.18,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T10:30:00.000Z,pm25,68.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:30:00.000Z,o3,34.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:30:00.000Z,co,620,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:30:00.000Z,so2,16.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:30:00.000Z,no2,52.8,28.591,77.05
IIT,Chennai,2017-06-22T10:30:00.000Z,pm25,24.66,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:30:00.000Z,o3,30.56,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:30:00.000Z,co,390,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:30:00.000Z,so2,2.77,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:30:00.000Z,no2,7.35,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T10:15:00.000Z,pm25,68.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:15:00.000Z,o3,31.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:15:00.000Z,co,680,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:15:00.000Z,so2,17.6,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T10:15:00.000Z,no2,46.3,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,pm25,24.19,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,o3,18.75,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,pm10,67.85,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,co,430,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,so2,13.1,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:15:00.000Z,no2,24.5,19.041847,72.865513
IIT,Chennai,2017-06-22T10:00:00.000Z,pm25,22.92,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:00:00.000Z,o3,33.63,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:00:00.000Z,co,350,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:00:00.000Z,so2,2.52,12.99251389,80.23744722
IIT,Chennai,2017-06-22T10:00:00.000Z,no2,7.34,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,pm25,22.78,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,pm10,77.6,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,o3,17.37,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,co,390,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,so2,13.35,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T10:00:00.000Z,no2,20.21,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:45:00.000Z,pm10,99.2,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:45:00.000Z,o3,28.3,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:45:00.000Z,co,2290,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:45:00.000Z,so2,14.01,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:45:00.000Z,no2,32.7,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,pm25,21.77,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,pm10,71.33,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,o3,20,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,co,380,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,so2,12.16,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:45:00.000Z,no2,17.01,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T09:45:00.000Z,o3,30.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:45:00.000Z,pm25,45.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:45:00.000Z,so2,15,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:45:00.000Z,co,680,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:45:00.000Z,no2,93.9,28.591,77.05
IIT,Chennai,2017-06-22T09:30:00.000Z,pm25,20.42,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:30:00.000Z,o3,40.45,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:30:00.000Z,co,620,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:30:00.000Z,so2,3.75,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:30:00.000Z,no2,1.38,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T09:30:00.000Z,pm25,45.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:30:00.000Z,o3,29.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:30:00.000Z,co,670,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:30:00.000Z,so2,12.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:30:00.000Z,no2,45.1,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:15:00.000Z,o3,41.82,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:15:00.000Z,co,160,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:15:00.000Z,so2,19.14,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T09:15:00.000Z,no2,15,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,pm25,24.6,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,pm10,52.66,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,o3,20.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,co,390,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,so2,15.81,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T09:15:00.000Z,no2,20,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T09:15:00.000Z,pm25,45.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:15:00.000Z,o3,21,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:15:00.000Z,co,690,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:15:00.000Z,so2,10.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:15:00.000Z,no2,58.6,28.591,77.05
IIT,Chennai,2017-06-22T09:00:00.000Z,pm25,23.63,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:00:00.000Z,o3,46.45,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:00:00.000Z,co,260,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:00:00.000Z,so2,3.55,12.99251389,80.23744722
IIT,Chennai,2017-06-22T09:00:00.000Z,no2,0.21,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T09:00:00.000Z,pm25,46.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:00:00.000Z,o3,17.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:00:00.000Z,co,730,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:00:00.000Z,so2,9.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T09:00:00.000Z,no2,27.7,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:45:00.000Z,o3,54.29,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:45:00.000Z,co,510,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:45:00.000Z,so2,18.45,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:45:00.000Z,no2,21.5,22.627875,88.3804
IIT,Chennai,2017-06-22T08:45:00.000Z,pm25,28.23,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:45:00.000Z,o3,46.05,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:45:00.000Z,co,360,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:45:00.000Z,so2,3.09,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:45:00.000Z,no2,0.69,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,pm25,15.86,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,pm10,76.07,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,o3,23.87,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,co,350,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,so2,11.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:45:00.000Z,no2,16.45,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T08:45:00.000Z,pm25,54.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:45:00.000Z,o3,15.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:45:00.000Z,co,720,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:45:00.000Z,so2,9.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:45:00.000Z,no2,51.5,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,pm25,11.4,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,pm10,63.18,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,o3,22.34,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,co,350,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,so2,11.26,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:30:00.000Z,no2,17.51,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T08:30:00.000Z,pm25,54.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:30:00.000Z,o3,19.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:30:00.000Z,co,750,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:30:00.000Z,so2,9.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:30:00.000Z,no2,70.3,28.591,77.05
IIT,Chennai,2017-06-22T08:30:00.000Z,pm25,28.23,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:30:00.000Z,o3,51.51,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:30:00.000Z,so2,1.73,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:30:00.000Z,co,260,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:30:00.000Z,no2,0.57,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,pm25,13.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,pm10,44.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,o3,24.32,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,so2,10.39,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:15:00.000Z,no2,14.33,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:00:00.000Z,pm10,109.6,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:00:00.000Z,o3,64.67,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:00:00.000Z,co,630,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:00:00.000Z,so2,21.99,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T08:00:00.000Z,no2,28.4,22.627875,88.3804
IIT,Chennai,2017-06-22T08:00:00.000Z,pm25,33.76,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:00:00.000Z,o3,43.32,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:00:00.000Z,co,300,12.99251389,80.23744722
IIT,Chennai,2017-06-22T08:00:00.000Z,so2,1.36,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,pm25,13.85,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,pm10,39.78,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,o3,26.63,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,co,330,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,so2,9.16,19.041847,72.865513
