,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
60,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,pm10,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
61,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,so2,498.14,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
62,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
63,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,co,180.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
64,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,pm25,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
65,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T12:45:00.000Z,2020-06-23T18:15:00+05:30,o3,9.85,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
66,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,pm25,11.9,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
67,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,o3,2.93,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
68,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
69,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,pm10,67.31,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
70,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,so2,2.51,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
71,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T11:45:00.000Z,2020-06-23T17:15:00+05:30,co,800.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
72,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,pm25,14.26,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
73,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,o3,7.06,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
